id,topic,argument,source_title,source_url
331,We should abolish intellectual property rights,The WIPO treaty and several related international agreements are premised on the notion that the protection of intellectual property rights are essential to maintaining economic growth.,Intellectual property,https://en.wikipedia.org/wiki/Intellectual_property
332,We should abolish intellectual property rights,"Claude Henry and Joseph E. Stiglitz[REF] argue that the current intellectual property global regime may impede both innovation and dissemination, and suggest reforms to foster the global dissemination of innovation and sustainable development.",Agreement on Trade-Related Aspects of Intellectual Property Rights,https://en.wikipedia.org/wiki/Agreement_on_Trade-Related_Aspects_of_Intellectual_Property_Rights
333,We should abolish intellectual property rights,"Created within the Copyright Office by Congress in 1988, the International Copyright Institute provides training for high-level officials from developing and newly industrialized countries and encourages development of effective intellectual property laws and enforcement overseas.",United States Copyright Office,https://en.wikipedia.org/wiki/United_States_Copyright_Office
334,We should abolish intellectual property rights,Writer Ayn Rand has argued that the protection of intellectual property is essentially a moral issue.,Intellectual property,https://en.wikipedia.org/wiki/Intellectual_property
335,We should abolish intellectual property rights,"In addition to employing best practices in business processes and ICT strategy, MISOF also encourages the ownership of Intellectual Property which is subsequently utilised to achieve tangible business value [REF].",Walter Rhodes,https://en.wikipedia.org/wiki/Walter_Rhodes
336,We should abolish intellectual property rights,"On October 1, 2011, the governments of eight nations including Japan and the United States signed the Anti-Counterfeiting Trade Agreement (ACTA), which is designed help protect intellectual property rights, especially costly copyright and trademark theft.",Counterfeit consumer goods,https://en.wikipedia.org/wiki/Counterfeit_consumer_goods
337,We should abolish intellectual property rights,"According to Rep. Goodlatte, ""Intellectual property is one of America's chief job creators and competitive advantages in the global marketplace, yet American inventors, authors, and entrepreneurs have been forced to stand by and watch as their works are stolen by foreign infringers beyond the reach of current U.S. laws.",Stop Online Piracy Act,https://en.wikipedia.org/wiki/Stop_Online_Piracy_Act
338,We should abolish intellectual property rights,"The State Council, the Patent Office of China, the predecessor of SIPO, was founded in 1980 to protect intellectual property, encourage invention and creation, help popularize inventions and their exploitation, and promote the progress and innovation in science and technology.",Pharmaceutical industry in the People's Republic of China,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_the_People's_Republic_of_China
339,We should abolish intellectual property rights,"""There are estimates that intellectual property in the United States is worth between $5 trillion and $5.5 trillion and accounts for approximately half of U.S. exports with roughly 40 percent driving U.S. economic growth..the impact of intellectual property on the U.S. economy is undeniable.""[REF] .",Intellectual Property Protection Act of 2006,https://en.wikipedia.org/wiki/Intellectual_Property_Protection_Act_of_2006
340,We should abolish intellectual property rights,"The company recognizes that developing and protecting its intellectual property creates additional value in the company, and acts as a business moat to deter competitors.",Vistaprint,https://en.wikipedia.org/wiki/Vistaprint
341,We should abolish intellectual property rights,Argentina has strengthened intellectual property rights protections by drafting and updating laws and ratifying international agreements such as the WIPO Copyright Treaty [REF].,Internet censorship by country,https://en.wikipedia.org/wiki/Internet_censorship_by_country
342,We should abolish intellectual property rights,"In addition to the elimination of customs duties, the Jordan-U.S. FTA includes several provisions that promote intellectual property rights, environmental protection laws, labor rights, and electronic commerce in both countries.",Jordan Economic and Commerce Bureau,https://en.wikipedia.org/wiki/Jordan_Economic_and_Commerce_Bureau
343,We should abolish intellectual property rights,TRIPS requires member states to provide strong protection for intellectual property rights.,Agreement on Trade-Related Aspects of Intellectual Property Rights,https://en.wikipedia.org/wiki/Agreement_on_Trade-Related_Aspects_of_Intellectual_Property_Rights
344,We should further exploit geothermal energy,"The EFG strongly advocates renewable and sustainable energy production, including geothermal energy, as well as the need for increasing energy efficiency.",Scientific opinion on climate change,https://en.wikipedia.org/wiki/Scientific_opinion_on_climate_change
345,We should further exploit geothermal energy,"Recognizing geothermal energy as an alternative and renewable energy resource, since the 1970s, China has conducted extensive explorations aiming at identifying high temperature resources for electric generation.",Renewable energy in the People's Republic of China,https://en.wikipedia.org/wiki/Renewable_energy_in_the_People's_Republic_of_China
346,We should further exploit geothermal energy,"Geothermal energy is an enormous, underused heat and power resource that is clean (emits little or no greenhouse gases), reliable (average system availability of 95%), and homegrown (making populations less dependent on oil) [REF].",Renewable heat,https://en.wikipedia.org/wiki/Renewable_heat
347,We should further exploit geothermal energy,The HVAC system has been converted to using geo-thermal energy to help reduce dependence on foreign oil as well as save money.,Newport School District (Pennsylvania),https://en.wikipedia.org/wiki/Newport_School_District_(Pennsylvania)
348,We should further exploit geothermal energy,"President Ólafur strongly advocates the use of geothermal energy, which is renewable, economically viable and reliable resource, as proven convincingly by the case of Iceland.",Ólafur Ragnar Grímsson,https://en.wikipedia.org/wiki/Ólafur_Ragnar_Grímsson
349,We should further exploit geothermal energy,"Current research led by the GNS Science and the University of Auckland is tipped to enable cheaper geothermal energy, and identify new systems in the Central North Island for development.",Mining in New Zealand,https://en.wikipedia.org/wiki/Mining_in_New_Zealand
350,We should further exploit geothermal energy,"In 1979 the U.S. Department of Energy (DOE) actively promoted development of geothermal energy in the Geysers-Calistoga Known Geothermal Resource Area ( KGRA) near Calistoga, California through a variety of research programs and the Geothermal Loan Guarantee Program.",Geyser,https://en.wikipedia.org/wiki/Geyser
351,We should further exploit geothermal energy,January 2011: Al Gore said in The Climate Project Asia Pacific Summit that Indonesia could become a super power country in electricity production from geothermal energy [REF].,Geothermal electricity,https://en.wikipedia.org/wiki/Geothermal_electricity
352,We should further exploit geothermal energy,"The UCS supports a national renewable energy standard which would require utilities to produce a certain percentage of their energy from sources such as wind power, solar energy and geothermal energy.",Union of Concerned Scientists,https://en.wikipedia.org/wiki/Union_of_Concerned_Scientists
353,We should further exploit geothermal energy,"Geothermal energy, which is used for heating and electricity production in some regions of the Northern Caucasus and the Far East, is the most developed renewable energy source in Russia [REF].",Energy policy of Russia,https://en.wikipedia.org/wiki/Energy_policy_of_Russia
354,We should further exploit geothermal energy,"According to an estimate by the Centre for International Economics, Australia has enough geothermal energy to contribute electricity for 450 years [REF].",Renewable energy in Australia,https://en.wikipedia.org/wiki/Renewable_energy_in_Australia
355,We should further exploit geothermal energy,"The Wyoming Geothermal Outreach Program aims to increase public awareness of opportunities in geothermal energy, as it works with government and industry to improve the state's regulatory and economic environment.",Climate change in Wyoming,https://en.wikipedia.org/wiki/Climate_change_in_Wyoming
356,We should further exploit geothermal energy,"In 2007, geothermal energy provided about 66 percent of primary energy, the share of hydropower was 15 percent, and fossil fuels (mainly oil) 19 percent [REF].",Renewable energy in Iceland,https://en.wikipedia.org/wiki/Renewable_energy_in_Iceland
357,We should further exploit geothermal energy,"Development plans such as those by World Wide Assets LLC for entire cities using only geothermal energy for electricity, geothermal desalination, and employing full recycling systems for water and waste are under development (2006) in Mexico and Australia.",Low-carbon economy,https://en.wikipedia.org/wiki/Low-carbon_economy
358,We should further exploit geothermal energy,"The latest study of Massachusetts Institute of Technology ""The Future of Geothermal Energy - Impact of Enhanced Geothermal Systems (EGS) on the United States in the 21st Century"" (2006) points out the essential importance of developing an economical deep geothermal boring technology.",New drilling technologies,https://en.wikipedia.org/wiki/New_drilling_technologies
359,We should further exploit geothermal energy,"Aside from research in the fields of solar energy, biomass, geothermal energy, energy efficiency and new energies, an international Master of Science degree in Renewable Energy Management is being offered.",University of Freiburg,https://en.wikipedia.org/wiki/University_of_Freiburg
360,We should further exploit geothermal energy,"The South Australian Centre for Geothermal Energy Research (SACGER) was established in 2010 as a part of state government's Renewable Energy Fund in order to promote a world class hub for practical, high priority geothermal energy research.",Energy in South Australia,https://en.wikipedia.org/wiki/Energy_in_South_Australia
361,We should further exploit geothermal energy,"Alaska also offers some of the highest hydroelectric power potential in the country from its numerous rivers, and large swaths of the Alaskan coastline offer wind and geothermal energy potential as well [REF].",Energy law,https://en.wikipedia.org/wiki/Energy_law
362,We should further exploit geothermal energy,"In cooperation with the Wyoming Business Council, the Converse Area New Development Organization drafted an initiative to advance geothermal energy development in Wyoming.",Climate change in Wyoming,https://en.wikipedia.org/wiki/Climate_change_in_Wyoming
363,We should further exploit geothermal energy,"New Zealand, like only a small number of other countries worldwide, has numerous geothermal sites that could be developed for exploitation, and also boasts some of the earliest large-scale use of geothermal energy in the world.",Geothermal power in New Zealand,https://en.wikipedia.org/wiki/Geothermal_power_in_New_Zealand
364,We should further exploit geothermal energy,"Anti-nuclear groups also favour the use of renewable energy, such as wind power, solar power, geothermal energy and biofuel [REF].",Anti-nuclear movement,https://en.wikipedia.org/wiki/Anti-nuclear_movement
365,We should further exploit geothermal energy,"Although exploitation of solar, wind, and biomass resources has a large potential, geothermal energy is the only renewable source (excluding hydropower) with a significant contribution to the energy mix (2% of total generation capacity).",Electricity sector in Mexico,https://en.wikipedia.org/wiki/Electricity_sector_in_Mexico
366,We should further exploit geothermal energy,"There is enormous potential for geothermal energy in the East African Rift which is roughly 3,700 miles in length and spans several countries in East Africa including Eritrea, Ethiopia, Djibouti, Kenya, Uganda, and Zambia [REF].",Renewable energy in Africa,https://en.wikipedia.org/wiki/Renewable_energy_in_Africa
367,We should further exploit geothermal energy,"In 2010 near Naknek, geothermal energy was in advanced stages to provide low-power energy to the Bristol Bay hub Dillingham, as well as the dozens of villages nearby [REF].","Dillingham, Alaska","https://en.wikipedia.org/wiki/Dillingham,_Alaska"
368,We should further exploit geothermal energy,"In 1991, Indonesia Geothermal Association (Asosiasi Panasbumi Indonesia - API), a non-governmental organisation, was established to promote geothermal energy.",Geothermal power in Indonesia,https://en.wikipedia.org/wiki/Geothermal_power_in_Indonesia
369,We should further exploit geothermal energy,"According to the Renewable Energy Transmission Initiative, east San Diego County, along with neighboring Imperial County and Northern Baja California, has a potential aggregate generating capacity of roughly 6,870 megawatts (MW) for solar energy, 3,495 MW for wind power and 2,000 MW for geothermal energy.",Sunrise Powerlink,https://en.wikipedia.org/wiki/Sunrise_Powerlink
370,We should further exploit geothermal energy,"In 2011 Energy Minister Rodrigo Alvarez Zenteno said Chile had the potential to produce between 6,000 and 112,000 megawatts of geothermal energy [REF].",Geothermal power in Chile,https://en.wikipedia.org/wiki/Geothermal_power_in_Chile
371,We should further exploit geothermal energy,"Ball State University, located in Indiana, started using geothermal energy in place of 4 coal fired burners in 2009.",Sustainability at American Colleges and Universities,https://en.wikipedia.org/wiki/Sustainability_at_American_Colleges_and_Universities
372,We should further exploit geothermal energy,"The Geothermal Technologies Program supports research and development for geothermal energy technologies, and supports finding, accessing, and using geothermal resources in the United States [REF].",Office of Energy Efficiency and Renewable Energy,https://en.wikipedia.org/wiki/Office_of_Energy_Efficiency_and_Renewable_Energy
373,We should further exploit geothermal energy,"The Portuguese government awarded, in December 2008, an exclusive license to Geovita Ltd to prospect and explore geothermal energy in one of the best areas in continental Portugal.",Enhanced geothermal system,https://en.wikipedia.org/wiki/Enhanced_geothermal_system
374,We should further exploit geothermal energy,"The vision of İzmir Institute of Technology's Geothermal Research and Application Center includes using sustainable and renewable geothermal energy economical, by the methods which science and technology suggest, around the country wherever possible to have a better and healthier environment for our community and lastly to introduce the science and technology of geothermal energy in Turkey.",İzmir Institute of Technology,https://en.wikipedia.org/wiki/İzmir_Institute_of_Technology
375,We should further exploit geothermal energy,"Geothermal energy, which is used for heating and electricity production in some regions of the Northern Caucasus and the Far East, is the most developed alternative energy source in Russia.",Energy policy of Russia,https://en.wikipedia.org/wiki/Energy_policy_of_Russia
376,We should further exploit geothermal energy,"By integrating renewable energy sources such as solar photovoltaic, solar thermal, and even geothermal energy into structures, it is possible to create zero emission buildings, where energy consumption is self-generating and non-polluting.",Environmental design,https://en.wikipedia.org/wiki/Environmental_design
377,We should further exploit solar energy,"As of May 2010, a metamorphic triple-junction solar cell developed by Fraunhofer's Institute for Solar Energy Systems holds the world record for solar energy conversion efficiency with 41.1%, nearly twice that of a standard silicon-based cell [REF].",Fraunhofer Society,https://en.wikipedia.org/wiki/Fraunhofer_Society
378,We should further exploit solar energy,Computer Aid International has also developed a portable solar-powered cyber café to offer a cost-effective and environmentally sustainable solution to getting rural communities online.,Computer Aid International,https://en.wikipedia.org/wiki/Computer_Aid_International
379,We should further exploit solar energy,Solar energy is often used to supply power for satellites and spacecraft operating in the inner solar system since it can supply energy for a long time without excess fuel mass.,Solar vehicle,https://en.wikipedia.org/wiki/Solar_vehicle
380,We should further exploit solar energy,"""Studies show that the Beatty area has some of the best solar energy potential in the United States, as well as a high potential for wind-power generation,"" the Greenwire story said [REF].","Beatty, Nevada","https://en.wikipedia.org/wiki/Beatty,_Nevada"
381,We should further exploit solar energy,Dr. Doshi states that solar energy can replace soil in cities.,Urban agriculture,https://en.wikipedia.org/wiki/Urban_agriculture
382,We should further exploit solar energy,In 2009 McCormack Baron Salazar created the Sunwheel Energy Partners subsidiary to provide solar energy programs linked to affordable housing and urban development.,McCormack Baron Salazar,https://en.wikipedia.org/wiki/McCormack_Baron_Salazar
383,We should further exploit solar energy,"Reliant Energy claims to have made efforts toward more environmentally safe practices through the use of renewable resources such as solar energy, wind power, landfill gas, and coal refuse [REF].",RRI Energy,https://en.wikipedia.org/wiki/RRI_Energy
384,We should further exploit solar energy,"Local 639,which is involved with Diablo but is under ""spring outage"", also supports solar energy development as part of the overall energy industry portfolio [REF].",Diablo Canyon Power Plant,https://en.wikipedia.org/wiki/Diablo_Canyon_Power_Plant
385,We should further exploit solar energy,Solar energy plays an important role in regional and national economic development as well.,Ketura Sun,https://en.wikipedia.org/wiki/Ketura_Sun
386,We should further exploit solar energy,"In 2011, the International Energy Agency said that ""the development of affordable, inexhaustible and clean solar energy technologies will have huge longer-term benefits.",Solar energy,https://en.wikipedia.org/wiki/Solar_energy
387,We should further exploit solar energy,"After the National Infrastructures Ministry announced it would expand its feed-in tariff scheme to include medium-sized solar-power stations ranging from 50 kilowatts to 5 megawatts, Sunday Solar Energy announced that it would invest $133 million in photovoltaic solar arrays for installation on kibbutzim [REF].",Solar power in Israel,https://en.wikipedia.org/wiki/Solar_power_in_Israel
388,We should further exploit solar energy,"The French government assessed in a report that solar energy was uneconomical, deeming Mouchot's research no longer important and ending his funding.",Augustin Mouchot,https://en.wikipedia.org/wiki/Augustin_Mouchot
389,We should further exploit solar energy,In November 2009 Morocco announced a solar energy project worth $9 billion which officials said will account for 38 percent of the North African country's installed power generation by 2020 [REF].,Economy of Morocco,https://en.wikipedia.org/wiki/Economy_of_Morocco
390,We should further exploit solar energy,"More recently, SELF worked with the Clinton Foundation and Partners In Health (PIH) to launch solar energy solutions for a series of rural health centers in Rwanda and Tanzania.",Solar Electric Light Fund,https://en.wikipedia.org/wiki/Solar_Electric_Light_Fund
391,We should further exploit solar energy,"Mark Z. Jacobson has studied how wind, water and solar technologies can be integrated to provide the majority of the world's energy needs [REF].",Intermittent energy source,https://en.wikipedia.org/wiki/Intermittent_energy_source
392,We should further exploit solar energy,"David Faiman has proposed that ""giant"" solar plants in the Negev could supply all of Israel's electricity [REF].",Desert,https://en.wikipedia.org/wiki/Desert
393,We should further exploit solar energy,"Southern Ontario, in particular Toronto, receives as much summer solar radiation as the city of Miami, Florida, indicating that Ontario has sufficient solar energy that can be harnessed to generate electricity or heat [REF].",Ontario electricity policy,https://en.wikipedia.org/wiki/Ontario_electricity_policy
394,We should further exploit solar energy,"As the voice of the industry, SEIA works with its 1,000 member companies to make solar a mainstream and significant energy source by expanding markets, removing market barriers, strengthening the industry and educating the public on the benefits of solar energy [REF].",Solar Energy Industries Association,https://en.wikipedia.org/wiki/Solar_Energy_Industries_Association
395,We should further exploit solar energy,"In 2011, the International Energy Agency said that solar energy technologies such as photovoltaic panels, solar water heaters and power stations built with mirrors could provide a third of the world's energy by 2060 if politicians commit to limiting climate change.",Solar energy,https://en.wikipedia.org/wiki/Solar_energy
396,We should further exploit solar energy,The energy from the sun could play a key role in de-carbonizing the global economy alongside improvements in energy efficiency and imposing costs on greenhouse gas emitters.,Solar energy,https://en.wikipedia.org/wiki/Solar_energy
397,We should further exploit solar energy,Silverman endorsed solar energy not only as good for the environment but as a peace-building industry as well.,Sarah Silverman,https://en.wikipedia.org/wiki/Sarah_Silverman
398,We should further exploit solar energy,"The World Bank is backing a program of making solar energy available to wider population in Bangladesh, as part of the Rural Electrification and Renewable Energy Development Project (REREDP), which subsidizes solar energy systems.",Renewable energy in Asia,https://en.wikipedia.org/wiki/Renewable_energy_in_Asia
399,We should further exploit solar energy,"The International Energy Agency has said that solar energy can make considerable contributions to solving some of the most urgent problems the world now faces:[REF] The development of affordable, inexhaustible and clean solar energy technologies will have huge longer-term benefits.",Solar energy,https://en.wikipedia.org/wiki/Solar_energy
400,We should further exploit solar energy,Israeli innovation and research has advanced solar technology to a degree that it is almost cost-competitive with fossil fuels [REF].,Solar power by country,https://en.wikipedia.org/wiki/Solar_power_by_country
401,We should further exploit solar energy,"On 30 July 2007, AC Transit announced that it had entered into a 25-year partnership with SunPower, MMA Renewable Ventures, and PG&E to install solar energy systems at its facilities in an effort to reduce its carbon footprint, improve local air quality, and save money on energy costs that could be used instead to spend on transit service [REF].",AC Transit,https://en.wikipedia.org/wiki/AC_Transit
402,We should further exploit solar energy,"During the energy crisis in the 1970s, Udall advocated the use of solar energy as one remedy to the crisis.",Stewart Udall,https://en.wikipedia.org/wiki/Stewart_Udall
403,We should further exploit solar energy,"Solar energy is the state's most abundant energy resource and estimates have placed the state's potential electricity production from solar power at 68,000,000 MWhs annually, an amount larger than the state's total electricity consumption of 46,457,000 MWh in 2005 [REF].",Solar power in Oregon,https://en.wikipedia.org/wiki/Solar_power_in_Oregon
404,We should further exploit solar energy,"Schneerson demanded in 1981[REF][REF] that the USA achieve energy independence by developing solar energy, as the dependence and resulting subjugation to foreign nations could cause the country to compromise its principles.",Chabad,https://en.wikipedia.org/wiki/Chabad
405,We should further exploit solar energy,"Jacobson has studied how wind, water and solar technologies can provide 100 per cent of the world's energy, eliminating all fossil fuels [REF].",Mark Z. Jacobson,https://en.wikipedia.org/wiki/Mark_Z._Jacobson
406,We should further exploit solar energy,"Zulkader is a pioneer in the field of wind energy, solar energy, bio-fuels and waste to energy in Pakistan, which are expected to provide a clean source of energy in line with international efforts to reduce pollution and global warming.",Kazi Zulkader Siddiqui,https://en.wikipedia.org/wiki/Kazi_Zulkader_Siddiqui
407,We should further exploit solar energy,"On December 10, 2007 Patrick Moore, co-chair of the Clean & Safe Energy Coalition [REF] - a pro-nuclear group funded by the Nuclear Energy Institute[REF] - wrote: Greenpeace is deliberately misleading the public into thinking that wind and solar energy, both of which are inherently intermittent and unreliable, can replace baseload power that is continuous and reliable.",Intermittent energy source,https://en.wikipedia.org/wiki/Intermittent_energy_source
408,We should further exploit solar energy,"According to a 2011 survey conducted by independent polling firm Kelton Research, nine out of 10 Americans support the use and development of solar technology.",Solar power in the United States,https://en.wikipedia.org/wiki/Solar_power_in_the_United_States
409,We should further exploit solar energy,"In October 2009, Enbridge announced its entry into solar energy with its investment in the 80 megawatt Sarnia Photovoltaic Power Plant, which will be the largest photovoltaic solar energy facility in operation in Canada and one of the largest in North America.",Enbridge,https://en.wikipedia.org/wiki/Enbridge
410,We should further exploit solar energy,"Giffords strongly supports renewable energy, in particular solar energy, as a top public policy priority [REF].",Gabrielle Giffords,https://en.wikipedia.org/wiki/Gabrielle_Giffords
411,We should further exploit solar energy,Rajasthan government is very aggressively promoting Solar Energy as the source of future.,Sanchore,https://en.wikipedia.org/wiki/Sanchore
412,We should further exploit solar energy,A 2010 survey conducted by Applied Materials shows that two-thirds of Americans believe solar technology should play a greater role in meeting the country's energy needs.,Renewable energy commercialization,https://en.wikipedia.org/wiki/Renewable_energy_commercialization
413,We should further exploit solar energy,"A May 12, 2008 editorial in the Wall St. Journal stated, ""For electricity generation, the EIA concludes that solar energy is subsidized to the tune of $24.34 per megawatt hour, wind $23.37 and 'clean coal' $29.81.",Nuclear power debate,https://en.wikipedia.org/wiki/Nuclear_power_debate
414,We should further exploit solar energy,"In addition, Faria has been promoting the use of solar energy as a better source of power.",Nicole Faria,https://en.wikipedia.org/wiki/Nicole_Faria
415,We should further exploit solar energy,"According to a comparative study of energy production of solar technologies, CPV systems require no water for energy production and produce more energy per megawatt (MW) installed than traditional PV systems [REF].",Amonix,https://en.wikipedia.org/wiki/Amonix
416,We should further exploit solar energy,"By using solar energy as a power source, Lindsey hopes to encourage the use of environment-friendly energy sources as the issue of global warming becomes more urgent.""",Solar artwork,https://en.wikipedia.org/wiki/Solar_artwork
417,We should further exploit solar energy,The solar powered lamps has also received positive feedbacks across the villages and successfully reduced 288 tones of carbon emission.,Nusantara Development Initiatives,https://en.wikipedia.org/wiki/Nusantara_Development_Initiatives
418,We should further exploit solar energy,The detailed outlay of the National Solar Mission highlights various targets set by the government to increase solar energy in the country's energy portfolio.,Solar power in India,https://en.wikipedia.org/wiki/Solar_power_in_India
419,We should further exploit solar energy,"""We're proud of Solar Two's success as it marks a significant milestone in the development of large-scale solar energy projects,"" said then U.S. Energy Secretary Bill Richardson.",The Solar Project,https://en.wikipedia.org/wiki/The_Solar_Project
420,Bullfighting should be banned,"According to a poll conducted by the Sports Marketing Group in Atlanta in 2003, 46.2% of Americans polled hated or strongly disliked bull fighting [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
421,Bullfighting should be banned,"On July 28, 2010, Catalonia became the second Spanish territory, after the Canary Islands, to forbid bullfighting.",Catalonia,https://en.wikipedia.org/wiki/Catalonia
422,Bullfighting should be banned,"Later social-democratic governments, particularly the current government of José Luis Rodríguez Zapatero, have generally been more opposed to bullfighting, prohibiting children under 14 from attending and limiting or prohibiting the broadcast of bullfights on national TV.",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
423,Bullfighting should be banned,Catalonia became the second autonomous community in Spain to ban bullfighting after the Canary Islands did so in 1991 [REF].,Ban on bullfighting in Catalonia,https://en.wikipedia.org/wiki/Ban_on_bullfighting_in_Catalonia
424,Bullfighting should be banned,"In 2011, the government in Catalonia, a region in Spain, passed a motion to outlaw bull fighting which came into effect on January 1, 2012 [REF].",Animal rights,https://en.wikipedia.org/wiki/Animal_rights
425,Bullfighting should be banned,The campaign to ban bullfighting in Catalonia was strongly supported by animal rights groups and gained the backing of celebrities including Ricky Gervais and Pamela Anderson [REF].,Ban on bullfighting in Catalonia,https://en.wikipedia.org/wiki/Ban_on_bullfighting_in_Catalonia
426,Bullfighting should be banned,The SPCA was instrumental in promoting a 1997 ban on bullfighting in Egypt [REF].,Cruelty to animals,https://en.wikipedia.org/wiki/Cruelty_to_animals
427,Bullfighting should be banned,"The King has allegedly stated, that ""the day the EU bans bullfighting is the day Spain leaves the EU"" [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
428,Bullfighting should be banned,"Rabbi Ovadia Yosef has characterized bullfighting as ""a culture of sinful and cruel people"" which is opposed by Torah values [REF].",Tza'ar ba'alei chayim,https://en.wikipedia.org/wiki/Tza'ar_ba'alei_chayim
429,Bullfighting should be banned,"The Islamic Council on its 10th Session, Conducted on the 17th October 1987, discussed among other issues, Bull Fighting and Animal Pits (Where 2 or more animals are agitated and forced to fight each other for the sole purpose of entertainment), and issued a Fatwa (Islamic Ruling) that both are considered Haram (Prohibited) due to their cruel nature [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
430,Bullfighting should be banned,"In 1991, the Canary Islands became the first Spanish Autonomous Community to ban bullfighting,[REF] when they legislated to ban bullfights and other spectacles that involve cruelty to animals, with the exception of cockfighting, which is traditional in some towns in the Islands [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
431,Bullfighting should be banned,"Bullfighting is criticized by animal rights activists, referring to it as a cruel or barbaric blood sport, in which the bull suffers severe stress and a slow, torturous death [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
432,Bullfighting should be banned,Mosterín has repeatedly taken a strong public position against bullfighting and other forms of mistreatment of animals.,Jesús Mosterín,https://en.wikipedia.org/wiki/Jesús_Mosterín
433,Bullfighting should be banned,"A Portuguese television station also prohibited the broadcasting of bullfights in January 2008, because they are too violent for minors [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
434,Bullfighting should be banned,"State-run Spanish TVE cancelled live coverage of bullfights in August 2007, claiming that the coverage was too violent for children who might be watching, and that live coverage violated a voluntary, industry-wide code attempting to limit ""sequences that are particularly crude or brutal"" [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
435,Bullfighting should be banned,"Housni al-Khateeb Shehada, an Israeli college lecturer on Islamic art and culture, analyzed the responses of Sunni jurists at IslamOnline to inquiries relating to animal cruelty and concluded that there is a strict prohibition against tormenting animals for purposes of amusement, entertainment, or spectator sport - including bullfighting [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
436,Bullfighting should be banned,"On 18 December 2009, the parliament of Catalonia, one of Spain's seventeen Autonomous Communities, approved by majority the preparation of a law to ban bullfighting in Catalonia, as a response to a popular initiative against bullfighting that gathered more than 180,000 signatures [REF].",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
437,Bullfighting should be banned,"Bullfighting is criticized by animal rights or animal welfare activists, referring to it as a cruel or barbaric blood sport in which the bull suffers severe stress and a slow, torturous death [REF].",Cruelty to animals,https://en.wikipedia.org/wiki/Cruelty_to_animals
438,Bullfighting should be banned,"In March 2009, Viana do Castelo, a city in northern Portugal, became the first city in that country to ban bullfighting.",Bullfighting,https://en.wikipedia.org/wiki/Bullfighting
439,Bullfighting should be banned,"In addition, recent studies have stated that 92% of Galicians are firmly against bullfighting, the highest rate of the country, even more than Catalonia.",Galicia (Spain),https://en.wikipedia.org/wiki/Galicia_(Spain)
440,Bullfighting should be banned,"Chavez, who became a vegetarian and had concerns for the welfare of animals in general,[REF] had written a letter in 1990 to Action for Animals stating his view that legislation was needed to ensure the humane treatment of animals at rodeos and explaining that violence was linked with racism, economic deprival, and various animal sports, including dog fighting, cock fighting, bullfighting and rodeo [REF].",Charreada,https://en.wikipedia.org/wiki/Charreada
441,We should further exploit wind power,"In a recent survey the majority of New Zealanders favour solar and wind energy as a power source, with only 19% wanting nuclear power [REF].",New Zealand's nuclear-free zone,https://en.wikipedia.org/wiki/New_Zealand's_nuclear-free_zone
442,We should further exploit wind power,"The expanding wind power market will help Texas meet its 2015 renewable energy goal of 5,000 new megawatts of power from renewable sources [REF].",Wind power in Texas,https://en.wikipedia.org/wiki/Wind_power_in_Texas
443,We should further exploit wind power,"The alternative, which Lovins called ""the soft path,"" favored ""benign"" sources of renewable energy like wind power and solar power, along with a heightened commitment to energy conservation and energy efficiency.",Soft energy path,https://en.wikipedia.org/wiki/Soft_energy_path
444,We should further exploit wind power,"According to the Climate and Energy Strategy, wind power production will rise to 6 TWh by 2020.",Finland National Renewable Energy Action Plan,https://en.wikipedia.org/wiki/Finland_National_Renewable_Energy_Action_Plan
445,We should further exploit wind power,Most states in the US have energy policies to help support wind energy development.,United States Wind Energy Policy,https://en.wikipedia.org/wiki/United_States_Wind_Energy_Policy
446,We should further exploit wind power,"The UK Energy Research Centre (UKERC) study of intermittency also states that wind energy can displace fossil fuel-based generation, reducing both fuel use and carbon dioxide emissions.",Environmental impact of wind power,https://en.wikipedia.org/wiki/Environmental_impact_of_wind_power
447,We should further exploit wind power,EWEA has predicted that wind power will cover 13-16 % of EU electricity consumption with 180 GW capacity (2020) [REF].,Renewable energy in Finland,https://en.wikipedia.org/wiki/Renewable_energy_in_Finland
448,We should further exploit wind power,"A new Carbon Trust study into the potential of small-scale wind energy has found that small wind turbines could provide up to 1.5 terawatt hours (TW·h) per year of electricity (0.4% of total UK electricity consumption), saving 0.6 million tonnes of carbon dioxide (Mt CO2) emission savings.",Wind power,https://en.wikipedia.org/wiki/Wind_power
449,We should further exploit wind power,A 2008 EWG report compares IEA projections about the growth of wind power capacity and finds that it has consistently underestimated the amount of energy the wind power industry can deliver [REF].,International Energy Agency,https://en.wikipedia.org/wiki/International_Energy_Agency
